Cpu,mae,mse,rmse,File,population,generation,crossover,pc
2.102564,0.2962962962962963,0.2962962962962963,0.5443310539518174,analcatdata_cyyoung9302.csv,289,14,0.64,0.8
6.180861,0.2962962962962963,0.2962962962962963,0.5443310539518174,analcatdata_cyyoung9302.csv,403,33,0.32,1.0
6.668508,0.2962962962962963,0.2962962962962963,0.5443310539518174,analcatdata_cyyoung9302.csv,371,38,0.57,0.27
6.976202000000001,0.1851851851851852,0.1851851851851852,0.4303314829119352,analcatdata_cyyoung9302.csv,485,30,0.7,0.03
1.102596,0.2962962962962963,0.2962962962962963,0.5443310539518174,analcatdata_cyyoung9302.csv,60,41,0.96,0.25
5.863718,0.2962962962962963,0.2962962962962963,0.5443310539518174,analcatdata_cyyoung9302.csv,297,46,0.49,0.42
0.771861,0.4869675185185184,0.2922786892688518,0.5406280507602725,analcatdata_cyyoung9302.csv,138,13,0.17,0.31
4.215268,0.2962962962962963,0.2962962962962963,0.5443310539518174,analcatdata_cyyoung9302.csv,283,35,0.69,0.72
0.969786,0.2962962962962963,0.2962962962962963,0.5443310539518174,analcatdata_cyyoung9302.csv,55,32,0.63,0.09
5.146446999999998,0.1851851851851852,0.1851851851851852,0.4303314829119352,analcatdata_cyyoung9302.csv,278,39,0.69,0.05
4.7698480000000005,0.2962962962962963,0.2962962962962963,0.5443310539518174,analcatdata_cyyoung9302.csv,239,45,0.15,0.24
3.884292,0.1851851851851852,0.1851851851851852,0.4303314829119352,analcatdata_cyyoung9302.csv,185,44,0.72,0.05
6.378904,0.2962962962962963,0.2962962962962963,0.5443310539518174,analcatdata_cyyoung9302.csv,403,33,0.72,0.36
5.090001,0.1851851851851852,0.1851851851851852,0.4303314829119352,analcatdata_cyyoung9302.csv,457,23,0.93,0.05
1.2336010000000002,0.2962962962962963,0.2962962962962963,0.5443310539518174,analcatdata_cyyoung9302.csv,109,29,0.28,0.42
5.19417,0.2962962962962963,0.2962962962962963,0.5443310539518174,analcatdata_cyyoung9302.csv,246,48,0.83,0.59
2.432958,0.1851851851851852,0.1851851851851852,0.4303314829119352,analcatdata_cyyoung9302.csv,129,47,0.07,0.58
1.640641,0.2962962962962963,0.2962962962962963,0.5443310539518174,analcatdata_cyyoung9302.csv,253,15,0.73,0.66
2.982805,0.2413489447695168,0.16010454526457962,0.4001306602406015,analcatdata_cyyoung9302.csv,431,16,0.7,0.54
2.424258,0.2413489447695168,0.16010454526457962,0.4001306602406015,analcatdata_cyyoung9302.csv,389,16,0.41,0.6
2.132311,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,289,14,0.64,0.8
6.0879150000000015,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,403,33,0.32,1.0
6.7084709999999985,1.0027449323046136,1.0054973992625835,1.0027449323046134,prnn_crabs.csv,371,38,0.57,0.27
7.005947,1.0027449323046136,1.0054973992625835,1.0027449323046134,prnn_crabs.csv,485,30,0.7,0.03
1.1306740000000002,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,60,41,0.96,0.25
5.9577810000000015,1.031989636510402,1.0650026098648708,1.0319896365104018,prnn_crabs.csv,297,46,0.49,0.42
0.805042,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,138,13,0.17,0.31
4.457536,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,283,35,0.69,0.72
0.8195079999999999,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,55,32,0.63,0.09
4.831438,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,278,39,0.69,0.05
4.479284999999999,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,239,45,0.15,0.24
3.658101,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,185,44,0.72,0.05
5.704837,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,403,33,0.72,0.36
4.654325999999998,1.0027449323046136,1.0054973992625835,1.0027449323046134,prnn_crabs.csv,457,23,0.93,0.05
1.1228129999999998,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,109,29,0.28,0.42
4.748856,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,246,48,0.83,0.59
2.123503,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,129,47,0.07,0.58
1.52289,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,253,15,0.73,0.66
2.737982,1.0069050380607605,1.013857755672141,1.0069050380607605,prnn_crabs.csv,431,16,0.7,0.54
2.336711,0.8333333333333334,0.8333333333333334,0.9128709291752768,prnn_crabs.csv,389,16,0.41,0.6
2.341281,0.7126436781609196,0.7957559681697612,0.8920515501750789,allbp.csv,289,14,0.64,0.8
7.305661999999999,0.7126436781609196,0.7957559681697612,0.8920515501750789,allbp.csv,403,33,0.32,1.0
7.635522999999999,0.7126436781609196,0.7957559681697612,0.8920515501750789,allbp.csv,371,38,0.57,0.27
8.962202,0.04108354449017322,0.04852051739632173,0.22027373287871105,allbp.csv,485,30,0.7,0.03
1.286381,1.026525198938992,1.141467727674624,1.068394930573252,allbp.csv,60,41,0.96,0.25
7.112042,0.7126436781609196,0.7957559681697612,0.8920515501750789,allbp.csv,297,46,0.49,0.42
0.905281,1.0716180371352786,1.2749778956675508,1.1291491910582725,allbp.csv,138,13,0.17,0.31
4.824546,0.7126436781609196,0.7957559681697612,0.8920515501750789,allbp.csv,283,35,0.69,0.72
0.8630969999999999,1.026525198938992,1.141467727674624,1.068394930573252,allbp.csv,55,32,0.63,0.09
5.551429,0.15473032714412024,0.27851458885941643,0.5277448141473456,allbp.csv,278,39,0.69,0.05
4.920546,0.7126436781609196,0.7957559681697612,0.8920515501750789,allbp.csv,239,45,0.15,0.24
4.374341,0.2431476569407604,0.4553492484526968,0.6747957086798172,allbp.csv,185,44,0.72,0.05
6.854512,0.7126436781609196,0.7957559681697612,0.8920515501750789,allbp.csv,403,33,0.72,0.36
6.26617,0.04108354449017322,0.04852051739632173,0.22027373287871105,allbp.csv,457,23,0.93,0.05
1.58703,0.7126436781609196,0.7957559681697612,0.8920515501750789,allbp.csv,109,29,0.28,0.42
6.2141959999999985,0.7126436781609196,0.7957559681697612,0.8920515501750789,allbp.csv,246,48,0.83,0.59
2.6508540000000003,0.7126436781609196,0.7957559681697612,0.8920515501750789,allbp.csv,129,47,0.07,0.58
1.833029,0.7126436781609196,0.7957559681697612,0.8920515501750789,allbp.csv,253,15,0.73,0.66
3.1377240000000004,0.7126436781609196,0.7957559681697612,0.8920515501750789,allbp.csv,431,16,0.7,0.54
2.562269,0.7126436781609196,0.7957559681697612,0.8920515501750789,allbp.csv,389,16,0.41,0.6
1.6698369999999998,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,289,14,0.64,0.8
5.365573,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,403,33,0.32,1.0
6.102696,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,371,38,0.57,0.27
7.1860800000000005,2.36566022537077,8.011491528774924,2.8304578302414125,229_pwLinear.csv,485,30,0.7,0.03
1.1375419999999998,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,60,41,0.96,0.25
5.843822,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,297,46,0.49,0.42
0.8024560000000001,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,138,13,0.17,0.31
4.410121,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,283,35,0.69,0.72
0.7956530000000002,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,55,32,0.63,0.09
5.0484079999999985,2.370333316363394,8.177826608373634,2.8596899496927346,229_pwLinear.csv,278,39,0.69,0.05
4.564352,2.527999983665844,9.190493242222976,3.031582629951388,229_pwLinear.csv,239,45,0.15,0.24
3.911571,2.370333316363394,8.177826608373634,2.8596899496927346,229_pwLinear.csv,185,44,0.72,0.05
5.905747,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,403,33,0.72,0.36
4.981271,2.370333316363394,8.177826608373634,2.8596899496927346,229_pwLinear.csv,457,23,0.93,0.05
1.2334029999999998,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,109,29,0.28,0.42
5.235123000000001,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,246,48,0.83,0.59
2.273814,3.536999987500409,19.19515983154765,4.381228119094879,229_pwLinear.csv,129,47,0.07,0.58
1.6586409999999998,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,253,15,0.73,0.66
2.774547,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,431,16,0.7,0.54
2.262569,3.359333320024113,17.215826509921662,4.149195887147491,229_pwLinear.csv,389,16,0.41,0.6
2.4534740000000004,4.370218071414056,30.248531564889067,5.4998665042789066,503_wind.csv,289,14,0.64,0.8
7.388657000000001,4.370218071414056,30.248531564889067,5.4998665042789066,503_wind.csv,403,33,0.32,1.0
8.007974,4.370218071414056,30.248531564889067,5.4998665042789066,503_wind.csv,371,38,0.57,0.27
9.362454,3.5891646999521774,20.281434741164226,4.503491394592003,503_wind.csv,485,30,0.7,0.03
1.367873,4.370218071414056,30.248531564889067,5.4998665042789066,503_wind.csv,60,41,0.96,0.25
7.508066,4.370218071414056,30.248531564889067,5.4998665042789066,503_wind.csv,297,46,0.49,0.42
0.9583819999999998,4.099102445135675,28.161659757358237,5.306756048412082,503_wind.csv,138,13,0.17,0.31
5.314488000000001,4.370218071414056,30.248531564889067,5.4998665042789066,503_wind.csv,283,35,0.69,0.72
1.0138479999999999,4.370218071414056,30.248531564889067,5.4998665042789066,503_wind.csv,55,32,0.63,0.09
6.3565,4.204085688795153,28.354890798879303,5.324931060481375,503_wind.csv,278,39,0.69,0.05
5.953108,3.6224644956638015,21.257659742608627,4.610602969526722,503_wind.csv,239,45,0.15,0.24
5.227040000000001,3.591214293973429,21.4284224750496,4.629084410015613,503_wind.csv,185,44,0.72,0.05
7.827876,4.370218071414056,30.248531564889067,5.4998665042789066,503_wind.csv,403,33,0.72,0.36
6.4106510000000005,3.478606817551904,21.140578439252746,4.597888476165201,503_wind.csv,457,23,0.93,0.05
1.581862,4.7838336837460975,35.468421801401924,5.955537070777237,503_wind.csv,109,29,0.28,0.42
6.673817,4.370218071414056,30.248531564889067,5.4998665042789066,503_wind.csv,246,48,0.83,0.59
2.9787220000000003,3.6224644956638015,21.257659742608627,4.610602969526722,503_wind.csv,129,47,0.07,0.58
2.058566,4.370218071414056,30.248531564889067,5.4998665042789066,503_wind.csv,253,15,0.73,0.66
3.439513,4.370218071414056,30.248531564889067,5.4998665042789066,503_wind.csv,431,16,0.7,0.54
2.857152,4.370218071414056,30.248531564889067,5.4998665042789066,503_wind.csv,389,16,0.41,0.6
2.033537,0.3764705910960682,0.3180436713956514,0.5639536074852712,tic_tac_toe.csv,289,14,0.64,0.8
6.102956000000002,0.6080855275531916,0.5047513253639466,0.7104585317694107,tic_tac_toe.csv,403,33,0.32,1.0
6.8043000000000005,0.8989547038327527,1.2752613240418118,1.1292746893656174,tic_tac_toe.csv,371,38,0.57,0.27
7.469131999999999,0.3588850174216028,0.3588850174216028,0.5990701272986351,tic_tac_toe.csv,485,30,0.7,0.03
1.194675,0.8432055749128919,1.1567944250871078,1.075543781111261,tic_tac_toe.csv,60,41,0.96,0.25
6.520759,0.3764705910960682,0.3180436713956514,0.5639536074852712,tic_tac_toe.csv,297,46,0.49,0.42
0.8640239999999999,0.8850174216027874,1.1846689895470384,1.0884250040986003,tic_tac_toe.csv,138,13,0.17,0.31
4.787585999999999,0.6720110864002757,0.6816854619367771,0.8256424540542819,tic_tac_toe.csv,283,35,0.69,0.72
0.817284,0.4696293899905588,0.231209182717392,0.4808421598793017,tic_tac_toe.csv,55,32,0.63,0.09
5.421782,0.3588850174216028,0.3588850174216028,0.5990701272986351,tic_tac_toe.csv,278,39,0.69,0.05
