Cpu,mae,mse,rmse,File,num,depth,jobs,verbose
0.4623919999999999,0.5656253134087419,0.4307411237745776,0.656308710725812,strogatz_glider1.csv,266,3,13,16
0.7412420000000002,0.14794089852755707,0.038613683285344085,0.19650364700265516,strogatz_glider1.csv,357,15,12,5
0.9733009999999996,0.1436902493168745,0.03614980987461392,0.19013103343382404,strogatz_glider1.csv,484,11,15,0
0.8256240000000001,0.14633536320879326,0.037698260887259166,0.19416039989467254,strogatz_glider1.csv,392,12,7,20
0.07566099999999998,0.17930676973184825,0.06371082995145515,0.25241004328563305,strogatz_glider1.csv,12,16,20,5
0.667583,0.14347933846217736,0.03567056453735298,0.18886652571949586,strogatz_glider1.csv,275,18,10,8
0.545234,0.14727813234925252,0.03770798543442934,0.19418544084052575,strogatz_glider1.csv,254,15,14,0
0.5472790000000001,0.14678643200707134,0.037170622779378736,0.19279684328167496,strogatz_glider1.csv,260,13,14,14
0.25471600000000016,0.637340283244465,0.5188689281635015,0.7203255709493461,strogatz_glider1.csv,98,2,4,6
0.4254449999999999,0.1454787806678388,0.03609395303266938,0.18998408626163768,strogatz_glider1.csv,211,18,3,4
0.908117,0.1461926146164793,0.03759228653298551,0.19388730369208168,strogatz_glider1.csv,393,12,15,7
1.017671,0.19625490465272885,0.07065603116669103,0.26581202223882017,strogatz_glider1.csv,452,7,19,0
0.05442899999999995,0.13092518869872116,0.028836202333797436,0.16981225613540807,strogatz_glider1.csv,6,11,13,1
0.1859770000000001,0.14839370016129644,0.03887918538848193,0.19717805503778035,strogatz_glider1.csv,67,10,6,8
0.23319899999999996,0.1478471818113986,0.038306855216894496,0.19572137138517728,strogatz_glider1.csv,89,19,2,12
0.6446109999999999,0.14524339558634666,0.03618014960239771,0.1902108030643836,strogatz_glider1.csv,219,19,17,12
0.4176770000000001,0.14958057656379287,0.03817989329943093,0.19539675867176234,strogatz_glider1.csv,151,17,15,0
0.440297,0.5674370158308596,0.4330335346551812,0.6580528357625861,strogatz_glider1.csv,226,3,15,13
0.6922429999999999,0.4435445380305015,0.2748537885406373,0.5242649983935961,strogatz_glider1.csv,377,4,9,12
0.8174809999999999,0.44211283725610206,0.2714024350816935,0.5209629882071216,strogatz_glider1.csv,424,4,15,11
0.11531800000000005,0.4376806341238541,0.27774034666771424,0.5270107652294346,strogatz_glider1.csv,118,4,1,14
0.476809,0.1459936934620518,0.03676180075539467,0.19173367141791936,strogatz_glider1.csv,298,13,2,20
0.472755,0.2375084026559509,1.909208591966585,1.3817411450653792,strogatz_lv1.csv,266,3,13,16
0.749922,0.17136100255131742,1.7952237702930758,1.3398596084265977,strogatz_lv1.csv,357,15,12,5
